Title,Author,Publish Date,Publisher,Description,url,TitleScore
"WSJ City PM: Draghi Raps Mnuchin’s Dollar Comments, ECB Maintains Rates, May Reaffirms Support for Free Trade",Mischa Frankl-Duval,2018-01-25T17:13:50Z,The Wall Street Journal,"Good afternoon from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY ECB Presiden…",https://blogs.wsj.com/moneybeat/2018/01/25/wsj-city-pm-ecb-raps-mnuchin-over-dollar-may-reaffirms-support-for-free-trade-sabic-takes-25-stake-in-clariant/,
"Why Goldman, Pritzker Sank Millions Into a Startup Then Sued It for Fraud",Rolfe Winkler,2018-01-25T12:43:46Z,The Wall Street Journal,"A-list investors placed a big bet on Outcome Health despite multiple warning signs, a Wall Street Journal examination shows, illustrating how even the savviest investors can gloss over potential issues in pursuit of a big score.",https://www.wsj.com/articles/why-goldman-and-pritzker-sank-millions-into-a-startup-before-suing-it-for-fraud-1516881601,
Dollar Hits New Low After Mnuchin Says Weakness Aids Trade,Mike Bird,2018-01-24T23:20:46Z,The Wall Street Journal,The dollar dropped to its lowest point since late 2014 against a basket of leading global currencies following comments from Treasury Secretary Steven Mnuchin that a weaker greenback is good for trade.,https://www.wsj.com/articles/blame-central-banks-for-the-u-s-dollars-dark-days-1516785453,
CSX Board to Require CEOs to Get Annual Physical Exam,Paul Ziobro,2018-01-24T04:13:56Z,The Wall Street Journal,"CSX will require the railroad’s chief executive to submit to an annual physical exam that will be reviewed by the board, adopting the policy months after the death of prior CEO Hunter Harrison.",https://www.wsj.com/articles/csx-board-to-require-ceos-to-get-annual-physical-exam-1516724880,
Trump Starts His Trade War,The Editorial Board,2018-01-24T00:51:27Z,The Wall Street Journal,His new tariffs punish many for the sake of three companies.,https://www.wsj.com/articles/trump-starts-his-trade-war-1516755083,
Clash Between Founder and Protégé Plunges Och-Ziff Into Crisis,Gregory Zuckerman,2018-01-23T21:48:36Z,The Wall Street Journal,Och-Ziff Capital Management faces turmoil as founder Daniel Och upends plan for James Levin to succeed him as head of the world’s largest publicly traded hedge fund. Behind the rift: money and control.,https://www.wsj.com/articles/clash-between-founder-and-protege-plunges-och-ziff-into-crisis-1516743916,
"WSJ City PM: A Disney Solution to Sky, What’s Happening in Davos, Why Netflix Is Stealing the Show",Mischa Frankl-Duval,2018-01-23T17:15:51Z,The Wall Street Journal,"Good afternoon from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Sky shares r…",https://blogs.wsj.com/moneybeat/2018/01/23/wsj-city-pm-the-disney-solution-to-sky-whats-happening-in-davos-why-netflix-is-stealing-the-show/,
Twitter Investors Want to Know Who’s in Charge,Chelsey Dulaney,2018-01-23T16:49:03Z,The Wall Street Journal,Twitter Inc.'s shares slipped Tuesday as the departure of a top executive revived questions about leadership of the social-media platform.,https://blogs.wsj.com/moneybeat/2018/01/23/twitter-investors-want-to-know-whos-in-charge/,
Twitter's Anthony Noto to Become SoFi CEO,Austen Hufford,2018-01-23T14:41:29Z,The Wall Street Journal,Twitter operating chief Anthony Noto will become the next chief executive of Social Finance.,https://www.wsj.com/articles/twitters-anthony-noto-to-become-sofi-ceo-1516717702,
Targets of Trump Tariffs Say U.S. Consumers Will Get Pinched,Jon Emont,2018-01-23T14:01:46Z,The Wall Street Journal,"South Korean and Chinese companies hit back at Trump’s new tariffs, saying U.S. consumers will be hurt by higher prices and companies will be diminished by hurting their global competitiveness.",https://www.wsj.com/articles/targets-of-trump-tariffs-say-u-s-consumers-will-get-pinched-1516712353,
"After Bitcoin Futures, Watch Out for Crypto Repos",Laurence Fletcher,2018-01-23T11:45:42Z,The Wall Street Journal,"A former Goldman Sachs banker plans to launch a digital currency platform that will make it easier for investors to short one cryptocurrency against another, potentially bringing the nascent market one step closer to the financial mainstream.",https://www.wsj.com/articles/after-bitcoin-futures-watch-out-for-repos-1516699108,
Jerome Powell's Challenge at the Fed: Keep the Economy Humming,Nick Timiraos,2018-01-22T17:54:44Z,The Wall Street Journal,"With unemployment and inflation both low, the incoming chairman must navigate the central bank’s rate-tightening cycle.",https://www.wsj.com/articles/jerome-powells-challenge-at-the-fed-keep-the-economy-humming-1516642699,
A Black Monday for Some Stocks Linked to China’s HNA Group,WSJ Staff,2018-01-22T10:53:10Z,The Wall Street Journal,"Shares of three companies linked to the Chinese conglomerate plunged by the maximum 10% permitted by stock exchanges in Shanghai and Shenzhen, triggering automatic trading halts after they touched multi-year lows.",https://blogs.wsj.com/moneybeat/2018/01/22/hnasubs1022/,
"Frackers Could Make Real Money in 2018, If They Don't Blow It",Bradley Olson,2018-01-22T05:01:11Z,The Wall Street Journal,"Shale producers say drilling plans for 2018 remain modest despite recently surging crude prices—a break with the industry’s cycle of aggressive drilling when prices are high, creating an oversupply that pushes prices back down.",https://www.wsj.com/articles/frackers-could-make-more-money-than-ever-in-2018-if-they-dont-blow-it-1516536000,
Stocks Weren't Made for Social Climbing,Andy Kessler,2018-01-21T20:19:51Z,The Wall Street Journal,Profits are the proper gauge of a company’s value to consumers—and to society.,https://www.wsj.com/articles/stocks-werent-made-for-social-climbing-1516565984,
Why Retailers Don't Mind Bigger Wage Bills,Elizabeth Winkler,2018-01-21T15:00:04Z,The Wall Street Journal,Bigger bonuses and higher wages that companies have been handing out since the new tax law was signed in December are a small fraction of the value of tax cuts.,https://www.wsj.com/articles/why-retailers-dont-mind-bigger-wage-bills-1516546800,
SoFi Offers CEO Spot to Twitter Executive,Peter Rudegeair,2018-01-20T23:15:08Z,The Wall Street Journal,"Anthony Noto, a top Twitter executive, is in discussions to become the next chief executive of Social Finance, as the online lender grapples with accusations of improper workplace culture.",https://www.wsj.com/articles/sofi-offers-ceo-spot-to-twitter-executive-anthony-noto-1516483521,
Banking on Lower Tax Rates,Michael Rapoport,2018-01-19T03:40:31Z,The Wall Street Journal,"Now that big banks have finished reporting fourth-quarter earnings filled with noise from the new tax law, how much do they expect to actually pay in taxes going forward? A lot less than in the past.",https://www.wsj.com/articles/banking-on-lower-tax-rates-1516305107,
Where Would Stocks Be Now if Hillary Clinton Were President?,James Mackintosh,2018-01-19T01:08:29Z,The Wall Street Journal,What if Hillary Clinton had won? Many of the market-moving changes since the U.S. presidential election would have been just the same. Most important among them: The global economic rebound started before voters picked Donald Trump and would surely have conti…,https://www.wsj.com/articles/where-would-stocks-be-now-if-hillary-clinton-were-president-1516295645,
"One Year After Women's March, Organizers Hope to Get Out Pink Hats Again",Jennifer Levitz,2018-01-18T19:21:45Z,The Wall Street Journal,"More than 250 events will take place around the U.S. this weekend to mark the first anniversary of the Women’s March. While the events are unlikely to repeat last year’s “sea of pink,” their diffuse nature and decentralized organization indicate grass-roots i…",https://www.wsj.com/articles/one-year-after-womens-march-organizers-hope-to-get-out-pink-hats-again-1516302897,
"Stocks to Watch: Morgan Stanley, Alcoa, Verizon, La Quinta, Wal-Mart, Amazon, Alphabet, TiVo, BB&T",Amrith Ramkumar,2018-01-18T14:26:10Z,The Wall Street Journal,"Among the companies with shares expected to trade actively in Thursday's session are Morgan Stanley, Alcoa, Verizon, La Quinta Holdings, Wal-Mart Stores, Amazon.com and Alphabet.",https://blogs.wsj.com/moneybeat/2018/01/18/stocks-to-watch-morgan-stanley-alcoa-verizon-la-quinta-wal-mart-amazon-alphabet-tivo-bbt/,
Time for a New Policy on Chinese Insurance Giants?,Anjani Trivedi,2018-01-18T06:40:48Z,The Wall Street Journal,China’s insurance sector has emerged relatively unscathed from Beijing’s crackdown on the country’s financial sector. But valuations suggest investors are underestimating the risks.,https://www.wsj.com/articles/time-for-a-new-policy-on-chinese-insurance-giants-1516256542,
'Melt-Up' Rally Propels Dow Above 26000 as Fear Turns to Greed,Corrie Driebusch,2018-01-18T05:21:53Z,The Wall Street Journal,The market’s most recent gains have been powered in part by a sudden hunger for stocks among certain money managers and individual investors who have long been wary of the nearly nine-year bull market.,https://www.wsj.com/articles/melt-up-rally-propels-dow-above-26000-as-fear-turns-to-greed-1516222815,
Goldman Sachs Loses Its Trading Edge,Liz Hoffman,2018-01-18T03:48:24Z,The Wall Street Journal,Goldman Sachs posted its first quarterly loss in six years as a dismal showing by its trading unit compounded a one-time charge related to the new tax law.,https://www.wsj.com/articles/goldman-sachs-posts-first-quarterly-loss-in-six-years-1516192942,
Goldman's Trading Falters,,2018-01-18T01:01:33Z,The Wall Street Journal,"Goldman’s Trading Falters Debt traders at Goldman Sachs Group Inc. stumbled badly in the last quarter of 2017, generating just $1 billion of revenue. Back in 2009, they brought in that much every 10 days. Goldman’s Trading Falters Debt traders at Goldman Sach…",http://online.wsj.com/article/SB22694665807105814791904583642144235930114.html?mod=rss_Page_One,
Goldman's Tax Wobble Is a Buying Opportunity,Aaron Back,2018-01-17T19:02:38Z,The Wall Street Journal,"Goldman’s share buybacks will take a hit from tax reform, but the long-run benefits will be substantial.",https://www.wsj.com/articles/goldmans-tax-wobble-is-a-buying-opportunity-1516214160,
"WSJ City PM: Goldman Sachs Books First Loss Since 2011, Bitcoin Below $10K",Mischa Frankl-Duval,2018-01-17T17:05:40Z,The Wall Street Journal,"Good afternoon from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Goldman Sach…",https://blogs.wsj.com/moneybeat/2018/01/17/wsj-city-pm-goldman-sachs-books-first-loss-since-2011-bitcoin-below-10k-should-tech-be-broken-up/,
"Goldman, Bank of America Join in Wall Street’s Billion-Dollar Steinhoff Disaster",Liz Hoffman,2018-01-17T16:41:18Z,The Wall Street Journal,A loan to a South African businessman is turning into a billion-dollar blunder for Wall Street.,https://blogs.wsj.com/moneybeat/2018/01/17/goldman-bank-of-america-join-in-wall-streets-billion-dollar-steinhoff-disaster/,
"Stocks to Watch: Goldman, BofA, Juno Therapeutics, Ford, Alphabet, Boeing, CSX",Amrith Ramkumar,2018-01-17T14:27:24Z,The Wall Street Journal,"Among the companies with shares expected to trade actively in Wednesday's session are Goldman Sachs, Bank of America, Juno Therapeutics, Ford Motor, Alphabet and Boeing.",https://blogs.wsj.com/moneybeat/2018/01/17/stocks-to-watch-goldman-bofa-juno-therapeutics-ford-alphabet-boeing-csx/,
Sen. Graham Makes Pledge to Dreamers Amid Immigration Standoff,Joshua Jamerson,2018-01-17T13:18:19Z,The Wall Street Journal,"Sen. Lindsey Graham (R., S.C.), a key voice on Capitol Hill for mending what Democrats and Republicans see as a broken immigration system, has seen two presidents fail at passing sweeping immigration changes in Congress. He says he is doing all he can to keep…",https://blogs.wsj.com/washwire/2018/01/17/capital-journal-hopes-amid-immigration-standoff-trumps-first-year-scorecard-ex-cia-employee-arrested/,
"WSJ City: Crypto Heists Blamed on North Korea, Are US Stocks Rallying Too Hard?",Joe Wallace,2018-01-17T08:20:50Z,The Wall Street Journal,"Good morning from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY A new hacking …",https://blogs.wsj.com/moneybeat/2018/01/17/wsj-city-crypto-heists-blamed-on-north-korea-bannon-reticent-on-russia/,
"Phil Murphy, Goldman Sachs Alum, Sworn In as New Jersey Governor",Kate King,2018-01-16T22:17:36Z,The Wall Street Journal,"Phil Murphy was sworn in Tuesday as the 56th governor of New Jersey, pledging to advance progressive policies while building a “stronger and fairer” economy for the state’s 9 million residents.",https://www.wsj.com/articles/phil-murphy-goldman-sachs-alum-sworn-in-as-new-jersey-governor-1516137040,
The Wall Street Journal: Democratic administration faces challenges as Chris Christie era ends in New Jersey,Kate King,2018-01-16T18:42:43Z,The Wall Street Journal,New Jersey Democrats are gearing up to take over Trenton but face a tight budget as they look to enact far-reaching policy changes.,https://www.wsj.com/articles/long-to-do-list-awaits-new-jerseys-next-governor-1516018540?mod=mktw,
"Confirming Judges, a Trump Win in 2017, May Get Tougher",Brent Kendall,2018-01-15T22:49:51Z,The Wall Street Journal,"Republicans are preparing for another big judicial nomination push while they have the Senate majority, following a successful campaign to fill positions last year. But in 2018 they have less margin for error.",https://www.wsj.com/articles/confirming-judges-a-trump-win-in-2017-may-get-tougher-1516056587,
Oil Market Conquers Fears Over Shale...,Alison Sider,2018-01-15T13:31:31Z,The Wall Street Journal,Oil prices have surged more than 50% since the summer—a sign investors are reassessing what was once the biggest risk in the market: U.S. shale.,https://www.wsj.com/articles/oil-market-conquers-its-fears-over-shale-1516021201,
"Spotify Disrupted the Music World, Now It's Doing the Same to Wall Street - Wall Street Journal",Maureen Farrell,2018-01-15T12:17:53Z,The Wall Street Journal,"Wall Street Journal Spotify Disrupted the Music World, Now It's Doing the Same to Wall Street Wall Street Journal Spotify AB upended the world of music with its popular streaming service. Now it is threatening to do the same to Wall Street. Banks working on S…",https://www.wsj.com/articles/spotify-disrupted-the-music-world-now-its-doing-the-same-to-wall-street-1516017601,
"Spotify Disrupted the Music World, Now It's Doing the Same to Wall Street - Wall Street Journal",Maureen Farrell,2018-01-15T12:17:53Z,The Wall Street Journal,"Wall Street Journal Spotify Disrupted the Music World, Now It's Doing the Same to Wall Street Wall Street Journal Spotify AB upended the world of music with its popular streaming service. Now it is threatening to do the same to Wall Street. Banks working on S…",https://www.wsj.com/articles/spotify-disrupted-the-music-world-now-its-doing-the-same-to-wall-street-1516024778,
"Spotify Disrupted the Music World, Now It's Doing the Same to Wall Street - Wall Street Journal",Maureen Farrell,2018-01-15T12:17:53Z,The Wall Street Journal,"Wall Street Journal Spotify Disrupted the Music World, Now It's Doing the Same to Wall Street Wall Street Journal Spotify AB upended the world of music with its popular streaming service. Now it is threatening to do the same to Wall Street. Banks working on S…",https://www.wsj.com/articles/spotify-disrupted-the-music-world-now-its-doing-the-same-to-wall-street-1516022866,
Long To-Do List Awaits New Jersey's Next Governor,Kate King,2018-01-15T12:15:43Z,The Wall Street Journal,"On Tuesday, Phil Murphy is scheduled to take the oath of office to become New Jersey’s next governor. He then will face the tricky task of implementing his progressive agenda in a state that has little money to spare.",https://www.wsj.com/articles/long-to-do-list-awaits-new-jerseys-next-governor-1516018540,
JPMorgan Trading Revenue Hit By Steinhoff’s Troubles,Ben Eisen and Emily Glazer,2018-01-12T13:02:23Z,The Wall Street Journal,"A margin loan tied to Steinhoff International Holdings eroded JPMorgan's equity trading revenue in the final three months of the year, a person familiar with the matter said.",https://blogs.wsj.com/moneybeat/2018/01/12/jpmorgan-trading-revenue-hit-by-steinhoffs-troubles/,
Peter Sutherland Led Negotiations to Create the WTO,James R. Hagerty,2018-01-11T02:40:02Z,The Wall Street Journal,"Within six months, as director general of the General Agreement on Tariffs and Trade, Peter Sutherland had badgered and shamed 117 nations into accepting the market-opening accord that created the World Trade Organization, an engine for globalization that lat…",https://www.wsj.com/articles/peter-sutherland-led-negotiations-to-create-the-wto-1515625630,
What the Tax Law Will Do to Bank Earnings,Michael Rapoport,2018-01-10T10:52:42Z,The Wall Street Journal,"It is going to be a noisy quarter for bank earnings. Because of the tax-overhaul law, big banks are going to record a host of special charges that cut into fourth-quarter profit.",https://www.wsj.com/articles/what-the-tax-law-will-do-to-bank-earnings-1515580201,
Earnings May Temper the Bank Rally,Aaron Back,2018-01-10T10:33:03Z,The Wall Street Journal,"Bank shares have been riding high, seen by investors as among the biggest beneficiaries of tax reform and a strengthening economy. But this enthusiasm could soon collide with just mediocre fundamentals.",https://www.wsj.com/articles/earnings-may-temper-the-bank-rally-1515580380,
New Jersey Gov. Christie Defends Tenure in Final Speech,Kate King,2018-01-10T00:04:56Z,The Wall Street Journal,"New Jersey Gov. Chris Christie defended his legacy in his farewell speech Tuesday, trumpeting his administration’s record on issues ranging from taxes and the economy to criminal-justice and addiction treatment.",https://www.wsj.com/articles/new-jersey-gov-christie-defends-tenure-in-final-speech-1515542693,
